,id,gender,own_car,own_house,income,income_type,education,family_status,housing_type,occupation_type,count_fam_mem,years_employed,age,total_due_months,status
20335,5061073,M,N,N,90000.0,Working,Secondary education,Married,Own House,Laborers,2,0.7,53.5,5,0
20336,5061074,M,Y,N,157500.0,State servant,Secondary education,Married,Own House,Others,2,8.9,40.9,24,0
20337,5061075,M,Y,N,157500.0,State servant,Secondary education,Married,Own House,Others,2,8.9,40.9,33,1
20338,5061076,M,Y,N,157500.0,State servant,Secondary education,Married,Own House,Others,2,8.9,40.9,59,1
20339,5061077,M,Y,N,157500.0,State servant,Secondary education,Married,Own House,Others,2,8.9,40.9,24,0
20340,5061078,M,Y,N,157500.0,State servant,Secondary education,Married,Own House,Others,2,8.9,40.9,24,0
20341,5061080,M,N,N,270000.0,Working,Higher education,Married,Own House,Others,2,6.9,29.4,53,0
20342,5061081,M,N,N,270000.0,Working,Higher education,Married,Own House,Others,2,6.9,29.4,3,0
20343,5061082,M,N,N,270000.0,Working,Higher education,Married,Own House,Others,2,6.9,29.4,21,0
20344,5061083,F,N,N,157500.0,State servant,Secondary education,Widow,Own House,Low-skill Laborers,1,12.35,55.8,5,0
20345,5061084,F,N,N,157500.0,State servant,Secondary education,Widow,Own House,Low-skill Laborers,1,12.35,55.8,22,0
20346,5061085,F,N,N,139500.0,Working,Secondary education,Single / not married,Own House,Core staff,1,2.1,26.0,46,1
20347,5061086,F,Y,N,135000.0,Working,Secondary education,Married,Own House,Sales staff,5,8.9,30.5,44,1
20348,5061087,F,Y,N,135000.0,Working,Secondary education,Married,Own House,Sales staff,5,8.9,30.5,5,0
20349,5061088,F,Y,N,135000.0,Working,Secondary education,Married,Own House,Sales staff,5,8.9,30.5,16,1
20350,5061089,F,Y,N,135000.0,Working,Secondary education,Married,Own House,Sales staff,5,8.9,30.5,37,1
20351,5061090,F,Y,N,135000.0,Working,Secondary education,Married,Own House,Sales staff,5,8.9,30.5,44,1
20352,5061091,F,Y,N,135000.0,Working,Secondary education,Married,Own House,Sales staff,5,8.9,30.5,56,1
20353,5061094,F,N,Y,180000.0,Working,Secondary education,Civil marriage,Own House,Laborers,3,12.35,41.0,35,1
20354,5061095,F,N,Y,180000.0,Working,Secondary education,Civil marriage,Own House,Laborers,3,12.35,41.0,5,0
20355,5061099,M,Y,Y,112500.0,Commercial associate,Secondary education,Single / not married,Own House,Low-skill Laborers,1,4.3,26.2,30,1
20356,5061100,M,Y,Y,112500.0,Commercial associate,Secondary education,Single / not married,Own House,Low-skill Laborers,1,4.3,26.2,48,0
20357,5061101,M,Y,Y,112500.0,Commercial associate,Secondary education,Single / not married,Own House,Low-skill Laborers,1,4.3,26.2,5,1
20358,5061102,M,Y,N,139500.0,Working,Secondary education,Married,Own House,Core staff,4,4.4,35.6,18,0
20359,5061103,M,Y,N,139500.0,Working,Secondary education,Married,Own House,Core staff,4,4.4,35.6,22,0
20360,5061106,M,Y,Y,247500.0,Working,Secondary education,Married,Own House,Core staff,3,11.0,43.2,22,0
20361,5061107,M,Y,Y,247500.0,Working,Secondary education,Married,Own House,Core staff,3,11.0,43.2,19,0
20362,5061108,M,Y,Y,247500.0,Working,Secondary education,Married,Own House,Core staff,3,11.0,43.2,33,1
20363,5061109,M,Y,Y,247500.0,Working,Secondary education,Married,Own House,Core staff,3,11.0,43.2,52,0
20364,5061110,M,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Low-skill Laborers,2,12.35,54.8,21,0
20365,5061111,M,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Low-skill Laborers,2,12.35,54.8,5,0
20366,5061113,M,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Low-skill Laborers,2,12.35,54.8,33,1
20367,5061114,M,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Low-skill Laborers,2,12.35,54.8,4,0
20368,5061115,M,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Low-skill Laborers,2,12.35,54.8,40,1
20369,5061116,M,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Low-skill Laborers,2,12.35,54.8,25,1
20370,5061117,M,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Low-skill Laborers,2,12.35,54.8,28,0
20371,5061118,M,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Low-skill Laborers,2,12.35,54.8,28,1
20372,5061119,M,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Low-skill Laborers,2,12.35,54.8,57,1
20373,5061120,F,N,Y,276750.0,State servant,Higher education,Married,Own House,Managers,3,12.35,36.9,43,1
20374,5061121,F,N,Y,276750.0,State servant,Higher education,Married,Own House,Managers,3,12.35,36.9,43,1
20375,5061122,F,N,Y,276750.0,State servant,Higher education,Married,Own House,Managers,3,12.35,36.9,43,1
20376,5061123,F,N,Y,276750.0,State servant,Higher education,Married,Own House,Managers,3,12.35,36.9,61,1
20377,5061126,F,N,Y,276750.0,State servant,Higher education,Married,Own House,Managers,3,12.35,36.9,49,1
20378,5061128,F,N,Y,276750.0,State servant,Higher education,Married,Own House,Managers,3,12.35,36.9,5,0
20379,5061129,F,N,Y,276750.0,State servant,Higher education,Married,Own House,Managers,3,12.35,36.9,4,0
20380,5061130,F,N,Y,276750.0,State servant,Higher education,Married,Own House,Managers,3,12.35,36.9,38,0
20381,5061131,F,N,Y,276750.0,State servant,Higher education,Married,Own House,Managers,3,12.35,36.9,57,0
20382,5061133,M,N,Y,135000.0,State servant,Higher education,Married,Own House,Core staff,2,7.7,52.4,34,0
20383,5061135,F,N,Y,58500.0,Working,Higher education,Married,Own House,Core staff,4,12.35,39.0,10,0
20384,5061136,F,N,Y,58500.0,Working,Higher education,Married,Own House,Core staff,4,12.35,39.0,54,0
20385,5061137,F,N,Y,58500.0,Working,Higher education,Married,Own House,Core staff,4,12.35,39.0,45,0
20386,5061138,F,N,Y,58500.0,Working,Higher education,Married,Own House,Core staff,4,12.35,39.0,31,0
20387,5061139,F,Y,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,58.8,19,1
20388,5061140,F,Y,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,58.8,28,0
20389,5061141,F,Y,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,58.8,29,1
20390,5061142,F,Y,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,58.8,46,1
20391,5061143,F,Y,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,58.8,11,0
20392,5061144,F,Y,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,58.8,46,1
20393,5061145,F,Y,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,58.8,25,1
20394,5061146,F,Y,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,58.8,33,1
20395,5061147,F,Y,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,58.8,35,1
20396,5061148,M,Y,Y,225000.0,Working,Secondary education,Married,Own House,Laborers,2,1.1,52.1,57,1
20397,5061151,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,55,1
20398,5061152,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,55,1
20399,5061153,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,55,1
20400,5061154,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,57,1
20401,5061156,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,43,0
20402,5061157,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,49,1
20403,5061160,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,52,1
20404,5061161,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,8,1
20405,5061162,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,8,0
20406,5061165,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,57,1
20407,5061167,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,53,1
20408,5061169,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,10,0
20409,5061170,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,30,1
20410,5061171,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,29,0
20411,5061172,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,57,1
20412,5061173,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,53,0
20413,5061174,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,54,1
20414,5061175,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Others,5,10.0,36.4,59,1
20415,5061178,M,Y,Y,135000.0,Working,Secondary education,Married,Own House,Laborers,2,2.1,34.6,54,1
20416,5061179,M,Y,Y,135000.0,Working,Secondary education,Married,Own House,Laborers,2,2.1,34.6,59,0
20417,5061181,M,Y,Y,135000.0,Working,Secondary education,Married,Own House,Laborers,2,2.1,34.6,33,1
20418,5061182,M,Y,Y,135000.0,Working,Secondary education,Married,Own House,Laborers,2,2.1,34.6,18,1
20419,5061183,M,Y,Y,135000.0,Working,Secondary education,Married,Own House,Laborers,2,2.1,34.6,19,1
20420,5061184,M,Y,Y,135000.0,Working,Secondary education,Married,Own House,Laborers,2,2.1,34.6,18,0
20421,5061185,M,Y,Y,135000.0,Working,Secondary education,Married,Own House,Laborers,2,2.1,34.6,33,1
20422,5061186,M,Y,Y,135000.0,Working,Secondary education,Married,Own House,Laborers,2,2.1,34.6,50,1
20423,5061187,F,N,Y,180000.0,State servant,Higher education,Married,Own House,High skill tech staff,3,9.5,30.1,5,1
20424,5061188,F,N,Y,180000.0,State servant,Higher education,Married,Own House,High skill tech staff,3,9.5,30.1,5,0
20425,5061189,F,N,Y,180000.0,State servant,Higher education,Married,Own House,High skill tech staff,3,9.5,30.1,11,0
20426,5061190,F,N,Y,180000.0,State servant,Higher education,Married,Own House,High skill tech staff,3,9.5,30.1,46,1
20427,5061191,F,N,Y,180000.0,State servant,Higher education,Married,Own House,High skill tech staff,3,9.5,30.1,57,1
20428,5061192,F,N,Y,180000.0,State servant,Higher education,Married,Own House,High skill tech staff,3,9.5,30.1,46,1
20429,5061193,F,N,Y,135000.0,Working,Secondary education,Civil marriage,Own House,Sales staff,3,1.8,31.7,40,1
20430,5061194,F,N,Y,135000.0,Working,Secondary education,Civil marriage,Own House,Sales staff,3,1.8,31.7,55,1
20431,5061195,F,N,Y,135000.0,Working,Secondary education,Civil marriage,Own House,Sales staff,3,1.8,31.7,47,1
20432,5061196,F,N,Y,135000.0,Working,Secondary education,Civil marriage,Own House,Sales staff,3,1.8,31.7,5,0
20433,5061197,F,N,Y,135000.0,Working,Secondary education,Civil marriage,Own House,Sales staff,3,1.8,31.7,46,1
20434,5061198,F,N,Y,135000.0,Working,Secondary education,Civil marriage,Own House,Sales staff,3,1.8,31.7,40,1
20435,5061199,F,N,Y,135000.0,Working,Secondary education,Civil marriage,Own House,Sales staff,3,1.8,31.7,12,0
20436,5061200,F,N,Y,135000.0,Working,Secondary education,Civil marriage,Own House,Sales staff,3,1.8,31.7,35,0
20437,5061201,F,N,Y,49500.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,63.5,4,1
20438,5061203,M,N,Y,270000.0,Working,Secondary education,Married,Own House,Laborers,4,5.1,29.9,50,1
20439,5061205,M,N,Y,270000.0,Working,Secondary education,Married,Own House,Laborers,4,5.1,29.9,28,0
20440,5061206,M,N,Y,270000.0,Working,Secondary education,Married,Own House,Laborers,4,5.1,29.9,50,1
20441,5061207,M,Y,Y,225000.0,Working,Secondary education,Separated,Own House,Drivers,5,4.6,48.6,59,0
20442,5061210,M,Y,Y,225000.0,Working,Secondary education,Separated,Own House,Drivers,5,4.6,48.6,8,0
20443,5061211,M,Y,Y,225000.0,Working,Secondary education,Separated,Own House,Drivers,5,4.6,48.6,44,0
20444,5061212,M,Y,Y,112500.0,Working,Secondary education,Separated,Own House,Laborers,1,12.3,52.0,19,0
20445,5061213,M,Y,Y,112500.0,Working,Secondary education,Separated,Own House,Laborers,1,12.3,52.0,16,0
20446,5061214,F,Y,Y,157500.0,State servant,Secondary education,Separated,Own House,Low-skill Laborers,5,11.5,38.3,8,1
20447,5061215,F,Y,Y,157500.0,State servant,Secondary education,Separated,Own House,Low-skill Laborers,5,11.5,38.3,30,1
20448,5061216,F,Y,Y,157500.0,State servant,Secondary education,Separated,Own House,Low-skill Laborers,5,11.5,38.3,5,0
20449,5061217,F,Y,Y,157500.0,State servant,Secondary education,Separated,Own House,Low-skill Laborers,5,11.5,38.3,8,0
20450,5061218,F,Y,Y,157500.0,State servant,Secondary education,Separated,Own House,Low-skill Laborers,5,11.5,38.3,4,0
20451,5061219,F,Y,Y,157500.0,State servant,Secondary education,Separated,Own House,Low-skill Laborers,5,11.5,38.3,5,0
20452,5061220,F,Y,Y,157500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,3.1,57.1,23,1
20453,5061221,F,Y,Y,157500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,3.1,57.1,25,1
20454,5061222,F,Y,Y,157500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,3.1,57.1,17,1
20455,5061223,F,Y,Y,157500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,3.1,57.1,11,0
20456,5061224,F,Y,Y,157500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,3.1,57.1,8,1
20457,5061225,F,Y,Y,157500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,3.1,57.1,8,0
20458,5061226,M,Y,Y,222750.0,Working,Higher education,Married,Own House,Drivers,2,3.6,46.4,59,1
20459,5061229,M,Y,Y,222750.0,Working,Higher education,Married,Own House,Drivers,2,3.6,46.4,5,0
20460,5061230,M,Y,Y,222750.0,Working,Higher education,Married,Own House,Drivers,2,3.6,46.4,25,1
20461,5061231,M,Y,Y,222750.0,Working,Higher education,Married,Own House,Drivers,2,3.6,46.4,54,1
20462,5061232,M,Y,Y,222750.0,Working,Higher education,Married,Own House,Drivers,2,3.6,46.4,54,1
20463,5061233,M,Y,Y,222750.0,Working,Higher education,Married,Own House,Drivers,2,3.6,46.4,55,1
20464,5061234,M,Y,Y,222750.0,Working,Higher education,Married,Own House,Drivers,2,3.6,46.4,25,0
20465,5061235,M,Y,Y,222750.0,Working,Higher education,Married,Own House,Drivers,2,3.6,46.4,29,1
20466,5061236,F,N,Y,180000.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,59.9,3,1
20467,5061237,F,N,Y,180000.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,59.9,50,1
20468,5061238,F,N,Y,180000.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,59.9,28,1
20469,5061239,F,N,Y,180000.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,59.9,5,1
20470,5061240,F,N,Y,180000.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,59.9,5,0
20471,5061241,F,N,Y,180000.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,59.9,11,1
20472,5061242,F,N,Y,180000.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,59.9,17,1
20473,5061243,F,N,Y,180000.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,59.9,24,1
20474,5061244,F,N,Y,180000.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,59.9,41,1
20475,5061245,F,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Others,2,4.8,25.5,46,1
20476,5061246,F,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Others,2,4.8,25.5,50,1
20477,5061247,F,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Others,2,4.8,25.5,54,1
20478,5061248,F,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Others,2,4.8,25.5,56,1
20479,5061249,F,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Others,2,4.8,25.5,50,1
20480,5061250,F,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Others,2,4.8,25.5,54,1
20481,5061251,F,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Others,2,4.8,25.5,56,1
20482,5061252,F,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Others,2,4.8,25.5,29,0
20483,5061253,F,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Others,2,4.8,25.5,5,1
20484,5061254,F,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Others,2,4.8,25.5,5,1
20485,5061255,F,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Others,2,4.8,25.5,29,1
20486,5061256,F,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Others,2,4.8,25.5,8,0
20487,5061257,F,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Others,2,4.8,25.5,5,0
20488,5061258,F,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Others,2,4.8,25.5,13,1
20489,5061259,F,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Others,2,4.8,25.5,13,0
20490,5061260,F,N,Y,112500.0,Working,Higher education,Civil marriage,Own House,Others,2,4.8,25.5,40,1
20491,5061261,M,N,Y,225000.0,Working,Secondary education,Civil marriage,Own House,Drivers,3,0.9,30.6,5,1
20492,5061263,M,N,Y,225000.0,Working,Secondary education,Civil marriage,Own House,Drivers,3,0.9,30.6,2,0
20493,5061264,M,N,Y,225000.0,Working,Secondary education,Civil marriage,Own House,Drivers,3,0.9,30.6,26,1
20494,5061265,F,N,Y,211500.0,Working,Secondary education,Married,Own House,Sales staff,2,5.2,45.7,11,0
20495,5061266,F,N,Y,211500.0,Working,Secondary education,Married,Own House,Sales staff,2,5.2,45.7,32,1
20496,5061267,F,N,Y,211500.0,Working,Secondary education,Married,Own House,Sales staff,2,5.2,45.7,5,0
20497,5061268,F,N,Y,45000.0,Working,Secondary education,Married,Own House,Others,2,2.7,39.4,5,0
20498,5061270,F,Y,Y,85500.0,Working,Higher education,Married,Own House,Core staff,2,12.35,50.5,37,1
20499,5061271,F,Y,Y,85500.0,Working,Higher education,Married,Own House,Core staff,2,12.35,50.5,38,1
20500,5061272,F,Y,Y,85500.0,Working,Higher education,Married,Own House,Core staff,2,12.35,50.5,41,1
20501,5061273,F,Y,Y,85500.0,Working,Higher education,Married,Own House,Core staff,2,12.35,50.5,8,0
20502,5061274,M,N,N,157500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,7.9,38.7,37,1
20503,5061275,M,N,N,157500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,7.9,38.7,33,1
20504,5061276,M,N,N,157500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,7.9,38.7,23,1
20505,5061277,M,N,N,157500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,7.9,38.7,23,1
20506,5061278,M,N,N,157500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,7.9,38.7,5,1
20507,5061279,M,N,N,157500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,7.9,38.7,16,0
20508,5061280,M,N,N,157500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,7.9,38.7,5,0
20509,5061281,M,N,N,157500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,7.9,38.7,55,1
20510,5061282,F,N,N,112500.0,State servant,Secondary education,Married,Own House,Others,2,12.35,38.9,28,1
20511,5061283,F,N,N,112500.0,State servant,Secondary education,Married,Own House,Others,2,12.35,38.9,22,0
